transaction_id,amount,merchant_category,is_fraud
synthetic_656,3348.6972,Gas Station,0
synthetic_657,2637.85212,Home Improvement,0
synthetic_658,4139.45016,Electronics,0
synthetic_659,653.26622,Coffee Shop,0
synthetic_660,4224.27987,Travel,0
synthetic_661,4369.44591,Electronics,0
synthetic_662,2305.06389,Coffee Shop,0
synthetic_663,4392.95249,Pharmacy,0
synthetic_664,2380.8928,Gas Station,0
synthetic_665,4623.46641,Home Improvement,0
synthetic_666,4711.31576,Coffee Shop,0
synthetic_667,4998.77002,Gas Station,0
synthetic_668,3598.84324,Pharmacy,0
synthetic_669,3120.3792,Home Improvement,0
synthetic_670,3305.28957,Electronics,0
synthetic_671,552.62292,Electronics,0
synthetic_672,4593.47451,Home Improvement,0
synthetic_673,4805.05202,Electronics,0
synthetic_674,907.03755,Home Improvement,0
synthetic_675,572.58721,Grocery,0
synthetic_676,4518.50486,Coffee Shop,0
synthetic_677,3025.62955,Restaurant,0
synthetic_678,1964.55733,Electronics,0
synthetic_679,685.09095,Coffee Shop,0
synthetic_680,4998.77002,Gas Station,0
synthetic_681,747.35845,Grocery,0
synthetic_682,1121.96902,Grocery,0
synthetic_683,4222.59751,Restaurant,1
synthetic_684,2716.89072,Restaurant,0
synthetic_685,3774.20487,Gas Station,0
synthetic_686,1901.34188,Gas Station,0
synthetic_687,1288.55127,Coffee Shop,0
synthetic_688,388.35346,Coffee Shop,0
synthetic_689,1204.17312,Online Retail,0
synthetic_690,4668.38791,Pharmacy,0
synthetic_691,3441.64948,Travel,0
synthetic_692,2025.25786,Coffee Shop,0
synthetic_693,3898.00032,Online Retail,1
synthetic_694,4959.5546,Pharmacy,0
synthetic_695,3716.7215,Electronics,0
synthetic_696,3893.15105,Coffee Shop,0
synthetic_697,3119.86832,Pharmacy,0
synthetic_698,661.3956,Entertainment,0
synthetic_699,4672.83644,Entertainment,0
synthetic_700,2814.26015,Entertainment,0
synthetic_701,2601.32652,Online Retail,0
synthetic_702,4998.77002,Home Improvement,0
synthetic_703,2933.52738,Online Retail,0
synthetic_704,2126.99901,Entertainment,0
synthetic_705,1997.78296,Coffee Shop,0
synthetic_706,4277.9635,Pharmacy,0
synthetic_707,592.10062,Restaurant,0
synthetic_708,4358.8827,Gas Station,0
synthetic_709,2597.92719,Pharmacy,0
synthetic_710,1167.17463,Coffee Shop,0
synthetic_711,2455.93736,Coffee Shop,1
synthetic_712,916.02917,Coffee Shop,0
synthetic_713,1160.31229,Entertainment,0
synthetic_714,4022.46976,Coffee Shop,0
synthetic_715,2866.55295,Gas Station,0
synthetic_716,2053.76341,Coffee Shop,0
synthetic_717,648.87135,Gas Station,0
synthetic_718,4309.74596,Electronics,0
synthetic_719,3503.77946,Entertainment,0
synthetic_720,4435.32507,Home Improvement,0
synthetic_721,742.37605,Entertainment,0
synthetic_722,2747.75756,Coffee Shop,0
synthetic_723,377.28916,Restaurant,0
synthetic_724,1644.46398,Coffee Shop,0
synthetic_725,4630.73873,Pharmacy,0
synthetic_726,4942.51211,Home Improvement,0
synthetic_727,1485.61451,Electronics,0
synthetic_728,4832.24515,Restaurant,0
synthetic_729,3866.44201,Grocery,0
synthetic_730,2065.53119,Travel,0
synthetic_731,3017.94953,Coffee Shop,0
synthetic_732,2982.74177,Coffee Shop,1
synthetic_733,4100.63574,Gas Station,0
synthetic_734,3419.59508,Entertainment,0
synthetic_735,2914.6575,Online Retail,0
synthetic_736,4117.08863,Coffee Shop,0
synthetic_737,2949.93044,Pharmacy,0
synthetic_738,4998.77002,Home Improvement,0
synthetic_739,4691.13975,Electronics,0
synthetic_740,1967.29563,Travel,0
synthetic_741,2364.02858,Coffee Shop,0
synthetic_742,4971.68905,Coffee Shop,0
synthetic_743,843.91748,Online Retail,1
synthetic_744,3795.52463,Entertainment,0
synthetic_745,2864.29983,Electronics,0
synthetic_746,866.07989,Coffee Shop,0
synthetic_747,2477.81307,Pharmacy,0
synthetic_748,1950.79905,Home Improvement,0
synthetic_749,957.56074,Coffee Shop,0
synthetic_750,3431.5424,Coffee Shop,0
synthetic_751,4286.98411,Electronics,0
synthetic_752,3177.46281,Gas Station,0
synthetic_753,4277.82356,Coffee Shop,0
synthetic_754,2611.57601,Gas Station,0
synthetic_755,1173.77288,Coffee Shop,1
synthetic_756,1270.75258,Pharmacy,0
synthetic_757,871.914,Home Improvement,0
synthetic_758,1757.62337,Travel,0
synthetic_759,3341.35818,Coffee Shop,0
synthetic_760,1458.74345,Restaurant,0
synthetic_761,369.97405,Online Retail,0
synthetic_762,4056.03381,Grocery,0
synthetic_763,1331.94837,Electronics,0
synthetic_764,3283.77094,Gas Station,0
synthetic_765,2151.74229,Restaurant,0
synthetic_766,1649.65724,Gas Station,0
synthetic_767,4044.47809,Restaurant,0
synthetic_768,2298.36629,Grocery,0
synthetic_769,2130.1516,Electronics,0
synthetic_770,4836.6709,Electronics,0
synthetic_771,682.85469,Travel,0
synthetic_772,1926.88042,Gas Station,0
synthetic_773,3062.81677,Restaurant,0
synthetic_774,3666.3109,Coffee Shop,0
synthetic_775,4076.56527,Restaurant,0
synthetic_776,1004.51437,Electronics,0
synthetic_777,3399.84778,Entertainment,0
synthetic_778,2003.03256,Electronics,0
synthetic_779,1543.97133,Coffee Shop,0
synthetic_780,828.25988,Coffee Shop,0
synthetic_781,3276.17034,Entertainment,0
synthetic_782,1582.96856,Restaurant,0
synthetic_783,2850.89372,Home Improvement,0
synthetic_784,1948.77421,Travel,0
synthetic_785,3145.27775,Home Improvement,0
synthetic_786,689.32948,Pharmacy,0
synthetic_787,4877.42461,Home Improvement,0
synthetic_788,1579.05649,Gas Station,0
synthetic_789,4643.92143,Travel,0
synthetic_790,2499.00861,Grocery,0
synthetic_791,3264.00949,Entertainment,0
synthetic_792,4484.17072,Entertainment,0
synthetic_793,2611.23739,Pharmacy,0
synthetic_794,4030.28993,Restaurant,0
synthetic_795,1954.79985,Restaurant,0
synthetic_796,999.71125,Entertainment,0
synthetic_797,638.83511,Gas Station,0
synthetic_798,4806.30301,Pharmacy,0
synthetic_799,552.09457,Gas Station,0
synthetic_800,1251.06541,Coffee Shop,0
synthetic_801,2797.17414,Pharmacy,0
synthetic_802,3739.57274,Online Retail,0
synthetic_803,2427.43304,Grocery,0
synthetic_804,602.09131,Home Improvement,0
synthetic_805,3143.06332,Home Improvement,0
synthetic_806,1908.14374,Travel,0
synthetic_807,4378.79125,Coffee Shop,1
synthetic_808,4764.59441,Grocery,0
synthetic_809,780.44004,Online Retail,0
synthetic_810,3549.26028,Entertainment,0
synthetic_811,4490.52507,Home Improvement,0
synthetic_812,4998.77002,Pharmacy,0
synthetic_813,669.71703,Electronics,0
synthetic_814,448.24235,Electronics,0
synthetic_815,2716.91057,Coffee Shop,1
synthetic_816,4998.77002,Home Improvement,0
synthetic_817,4298.02476,Gas Station,0
synthetic_818,1474.28544,Coffee Shop,0
synthetic_819,3687.38305,Electronics,0
synthetic_820,3508.33514,Coffee Shop,0
synthetic_821,3513.81043,Travel,0
synthetic_822,3492.39284,Gas Station,0
synthetic_823,3272.73805,Entertainment,0
synthetic_824,267.63475,Entertainment,1
synthetic_825,4950.69826,Home Improvement,0
synthetic_826,1061.82199,Coffee Shop,0
synthetic_827,3500.86758,Electronics,0
synthetic_828,2770.28673,Online Retail,0
synthetic_829,4351.63005,Coffee Shop,0
synthetic_830,1702.08703,Coffee Shop,1
synthetic_831,2968.0936,Online Retail,1
synthetic_832,4362.54699,Coffee Shop,0
synthetic_833,2405.17364,Electronics,1
synthetic_834,4834.17271,Travel,0
synthetic_835,2544.58972,Gas Station,0
synthetic_836,2422.41684,Entertainment,0
synthetic_837,2380.34798,Home Improvement,0
synthetic_838,1650.45796,Coffee Shop,0
synthetic_839,3149.07442,Electronics,0
synthetic_840,2751.96937,Pharmacy,0
synthetic_841,3044.57678,Electronics,1
synthetic_842,2207.33958,Grocery,0
synthetic_843,1686.81672,Coffee Shop,0
synthetic_844,2496.79307,Home Improvement,0
synthetic_845,2392.43302,Coffee Shop,0
synthetic_846,916.21984,Online Retail,0
synthetic_847,2932.94964,Travel,0
synthetic_848,2766.53595,Entertainment,0
synthetic_849,1768.67809,Restaurant,0
synthetic_850,3487.41475,Coffee Shop,0
synthetic_851,4970.7276,Coffee Shop,0
synthetic_852,2478.82088,Coffee Shop,0
synthetic_853,4215.68806,Coffee Shop,0
synthetic_854,3848.49372,Coffee Shop,1
synthetic_855,3909.67424,Home Improvement,0
synthetic_856,3362.23699,Coffee Shop,1
synthetic_857,3582.80353,Pharmacy,0
synthetic_858,651.01978,Gas Station,0
synthetic_859,2832.41595,Coffee Shop,0
synthetic_860,1903.25926,Gas Station,0
synthetic_861,1106.25034,Entertainment,0
synthetic_862,4153.61346,Electronics,0
synthetic_863,3798.16025,Coffee Shop,0
synthetic_864,3463.40777,Coffee Shop,1
synthetic_865,2467.7898,Coffee Shop,1
synthetic_866,4566.95381,Coffee Shop,0
synthetic_867,4210.58556,Coffee Shop,0
synthetic_868,644.29928,Online Retail,0
synthetic_869,4441.03356,Grocery,0
synthetic_870,1207.74509,Electronics,0
synthetic_871,3479.77024,Coffee Shop,0
synthetic_872,1925.37254,Online Retail,0
synthetic_873,855.99999,Coffee Shop,0
synthetic_874,3302.63936,Coffee Shop,0
synthetic_875,4924.35391,Gas Station,0
synthetic_876,2451.79251,Coffee Shop,0
synthetic_877,3300.83207,Electronics,0
synthetic_878,3790.06823,Entertainment,0
synthetic_879,3969.93964,Coffee Shop,0
synthetic_880,1785.85543,Coffee Shop,0
synthetic_881,4987.65275,Travel,0
synthetic_882,3566.78936,Coffee Shop,0
synthetic_883,1490.954,Online Retail,0
synthetic_884,2198.88162,Grocery,0
synthetic_885,3681.11765,Coffee Shop,1
synthetic_886,1723.57321,Coffee Shop,0
synthetic_887,1455.54997,Grocery,0
synthetic_888,1969.38988,Coffee Shop,0
synthetic_889,3601.78946,Online Retail,1
synthetic_890,4268.16555,Entertainment,0
synthetic_891,978.28442,Online Retail,1
synthetic_892,1840.30919,Gas Station,0
synthetic_893,4065.20125,Online Retail,0
synthetic_894,3175.70943,Grocery,0
synthetic_895,4136.70988,Coffee Shop,0
synthetic_896,1602.68817,Grocery,0
synthetic_897,2464.23604,Electronics,1
synthetic_898,3935.85605,Travel,0
synthetic_899,4299.16291,Gas Station,0
synthetic_900,3813.29217,Coffee Shop,0
synthetic_901,2575.29907,Electronics,0
synthetic_902,3829.22982,Coffee Shop,0
synthetic_903,3604.07299,Grocery,0
synthetic_904,3030.13381,Entertainment,0
synthetic_905,3228.5555,Online Retail,0
synthetic_906,2542.97901,Grocery,0
synthetic_907,3688.7714,Coffee Shop,0
synthetic_908,1774.89747,Electronics,0
synthetic_909,3986.61218,Coffee Shop,0
synthetic_910,3205.68235,Online Retail,0
synthetic_911,3688.80729,Coffee Shop,0
synthetic_912,3365.97055,Pharmacy,0
synthetic_913,3281.43426,Online Retail,0
synthetic_914,2368.16493,Entertainment,0
synthetic_915,2659.73911,Home Improvement,0
synthetic_916,612.63657,Gas Station,0
synthetic_917,3959.69203,Coffee Shop,0
synthetic_918,3282.97894,Entertainment,0
synthetic_919,4998.77002,Coffee Shop,0
synthetic_920,687.00091,Gas Station,0
synthetic_921,3517.03497,Entertainment,1
synthetic_922,1398.82238,Gas Station,0
synthetic_923,2372.0979,Entertainment,0
synthetic_924,4871.29941,Grocery,0
synthetic_925,3117.01929,Entertainment,0
synthetic_926,1540.98033,Coffee Shop,0
synthetic_927,4660.2882,Grocery,0
synthetic_928,463.60885,Restaurant,0
synthetic_929,333.57638,Home Improvement,0
synthetic_930,2822.40236,Gas Station,0
synthetic_931,2469.96583,Pharmacy,0
synthetic_932,1829.32953,Entertainment,0
synthetic_933,1390.44521,Electronics,0
synthetic_934,453.06946,Grocery,0
synthetic_935,1760.71212,Gas Station,0
synthetic_936,2113.40909,Coffee Shop,0
synthetic_937,846.88052,Gas Station,0
synthetic_938,1878.62463,Coffee Shop,0
synthetic_939,4998.77002,Home Improvement,0
synthetic_940,3979.29879,Restaurant,0
synthetic_941,4998.77002,Coffee Shop,0
synthetic_942,1526.93928,Entertainment,0
synthetic_943,2005.88706,Restaurant,0
synthetic_944,4080.33481,Pharmacy,0
synthetic_945,1135.81311,Electronics,0
synthetic_946,2624.75255,Entertainment,0
synthetic_947,3777.08034,Electronics,0
synthetic_948,2275.0796,Pharmacy,0
synthetic_949,2868.55187,Entertainment,1
synthetic_950,1429.88452,Grocery,0
synthetic_951,4685.84158,Home Improvement,0
synthetic_952,2028.09477,Restaurant,0
synthetic_953,3835.76854,Coffee Shop,0
synthetic_954,873.71025,Online Retail,0
synthetic_955,4137.88133,Home Improvement,0
synthetic_956,2552.21653,Coffee Shop,0
synthetic_957,1660.57832,Coffee Shop,1
synthetic_958,3695.46179,Electronics,0
synthetic_959,4435.88327,Gas Station,0
synthetic_960,4967.34544,Entertainment,0
synthetic_961,2193.43983,Entertainment,0
synthetic_962,3555.23502,Online Retail,0
synthetic_963,3638.484,Gas Station,0
synthetic_964,3355.00703,Pharmacy,0
synthetic_965,1567.45824,Coffee Shop,1
synthetic_966,3527.96718,Entertainment,0
synthetic_967,4521.72103,Restaurant,0
synthetic_968,2921.96774,Electronics,0
synthetic_969,4330.82924,Coffee Shop,0
synthetic_970,4307.71693,Gas Station,0
synthetic_971,3454.73382,Home Improvement,0
synthetic_972,953.13999,Restaurant,0
synthetic_973,2569.14968,Coffee Shop,0
synthetic_974,1841.94683,Electronics,0
synthetic_975,1935.40882,Electronics,0
synthetic_976,281.64673,Online Retail,0
synthetic_977,2920.6054,Coffee Shop,0
synthetic_978,4789.4524,Pharmacy,0
synthetic_979,4998.77002,Gas Station,0
synthetic_980,2663.25002,Travel,0
synthetic_981,3721.80545,Grocery,0
synthetic_982,2081.10484,Travel,0
synthetic_983,4517.55186,Coffee Shop,0
synthetic_984,4180.71807,Coffee Shop,1
synthetic_985,1066.78429,Home Improvement,0
synthetic_986,2051.2399,Home Improvement,0
synthetic_987,382.21048,Entertainment,0
synthetic_988,2865.22552,Electronics,1
synthetic_989,2820.79087,Online Retail,0
synthetic_990,1459.20537,Coffee Shop,0
synthetic_991,2347.22853,Electronics,0
synthetic_992,4762.26722,Pharmacy,0
synthetic_993,1711.51235,Electronics,0
synthetic_994,4434.90422,Gas Station,0
synthetic_995,1439.86977,Grocery,0
synthetic_996,530.26087,Electronics,0
synthetic_997,4352.94885,Travel,0
synthetic_998,4767.93982,Pharmacy,0
synthetic_999,283.16362,Electronics,0
synthetic_1000,3496.2144,Home Improvement,0
synthetic_1001,691.82698,Gas Station,0
synthetic_1002,4279.48177,Coffee Shop,0
synthetic_1003,3248.72823,Coffee Shop,0
synthetic_1004,4105.20955,Coffee Shop,0
synthetic_1005,3695.22868,Travel,0
synthetic_1006,1229.95849,Pharmacy,0
synthetic_1007,4649.30087,Electronics,0
synthetic_1008,3033.54958,Electronics,0
synthetic_1009,4459.19452,Electronics,0
synthetic_1010,1104.22814,Coffee Shop,0
synthetic_1011,3402.77398,Electronics,0
synthetic_1012,1439.93732,Pharmacy,0
synthetic_1013,1827.94744,Travel,0
synthetic_1014,3330.95234,Coffee Shop,1
synthetic_1015,3617.72132,Entertainment,0
synthetic_1016,4046.4443,Gas Station,0
synthetic_1017,3106.81327,Coffee Shop,0
synthetic_1018,1618.97531,Travel,0
synthetic_1019,2985.9532,Grocery,0
synthetic_1020,3261.46626,Coffee Shop,1
synthetic_1021,992.75021,Coffee Shop,0
synthetic_1022,846.24846,Gas Station,0
synthetic_1023,3551.39128,Pharmacy,0
synthetic_1024,2542.32066,Grocery,0
synthetic_1025,4052.29394,Coffee Shop,0
synthetic_1026,538.61871,Entertainment,0
synthetic_1027,904.80095,Grocery,1
synthetic_1028,4664.49344,Home Improvement,0
synthetic_1029,1759.42096,Home Improvement,0
synthetic_1030,4178.51011,Pharmacy,0
synthetic_1031,1680.44193,Entertainment,0
synthetic_1032,659.79416,Travel,0
synthetic_1033,1476.87456,Grocery,0
synthetic_1034,2520.0306,Entertainment,0
synthetic_1035,598.37094,Grocery,0
synthetic_1036,4693.14151,Coffee Shop,0
synthetic_1037,1772.03878,Entertainment,0
synthetic_1038,4056.93107,Entertainment,0
synthetic_1039,3871.51785,Home Improvement,0
synthetic_1040,2486.1306,Online Retail,0
synthetic_1041,4998.77002,Home Improvement,0
synthetic_1042,2849.37268,Grocery,0
synthetic_1043,455.69309,Online Retail,1
synthetic_1044,2342.55105,Coffee Shop,0
synthetic_1045,2621.34671,Home Improvement,0
synthetic_1046,3999.57505,Online Retail,0
synthetic_1047,1608.18494,Electronics,0
synthetic_1048,537.11631,Coffee Shop,0
synthetic_1049,3937.28459,Pharmacy,0
synthetic_1050,2137.89982,Pharmacy,0
synthetic_1051,1844.39851,Entertainment,0
synthetic_1052,4754.7195,Restaurant,0
synthetic_1053,888.36049,Coffee Shop,0
synthetic_1054,4661.98697,Electronics,0
synthetic_1055,4142.4748,Grocery,0
synthetic_1056,3512.94923,Coffee Shop,0
synthetic_1057,4998.77002,Gas Station,0
synthetic_1058,4224.70711,Entertainment,0
synthetic_1059,727.23611,Travel,0
synthetic_1060,4581.55125,Grocery,0
synthetic_1061,2141.55796,Gas Station,0
synthetic_1062,4656.71364,Coffee Shop,0
synthetic_1063,4965.40683,Home Improvement,0
synthetic_1064,2594.39382,Gas Station,0
synthetic_1065,790.89403,Gas Station,0
synthetic_1066,2853.694,Grocery,0
synthetic_1067,3358.8669,Coffee Shop,1
synthetic_1068,1562.8809,Grocery,0
synthetic_1069,1452.26305,Entertainment,0
synthetic_1070,3505.51161,Coffee Shop,0
synthetic_1071,2708.42649,Grocery,0
synthetic_1072,4616.43704,Coffee Shop,0
synthetic_1073,2894.53213,Gas Station,0
synthetic_1074,1288.12067,Coffee Shop,0
synthetic_1075,1921.07633,Coffee Shop,0
synthetic_1076,4334.37998,Coffee Shop,0
synthetic_1077,201.49435,Coffee Shop,1
synthetic_1078,329.66776,Coffee Shop,0
synthetic_1079,1646.0788,Electronics,0
synthetic_1080,3420.93252,Pharmacy,0
synthetic_1081,2832.72719,Coffee Shop,0
synthetic_1082,3637.89914,Coffee Shop,0
synthetic_1083,4810.96119,Home Improvement,0
synthetic_1084,1146.70416,Electronics,1
synthetic_1085,2501.92868,Entertainment,0
synthetic_1086,4105.86507,Electronics,0
synthetic_1087,4738.08959,Coffee Shop,0
synthetic_1088,1483.11235,Coffee Shop,0
synthetic_1089,1572.24971,Home Improvement,0
synthetic_1090,1206.31327,Pharmacy,0
synthetic_1091,3834.09031,Entertainment,0
synthetic_1092,4719.79818,Electronics,0
synthetic_1093,1445.58698,Travel,0
synthetic_1094,2439.1108,Online Retail,0
synthetic_1095,4127.00632,Coffee Shop,0
synthetic_1096,1476.68579,Home Improvement,0
synthetic_1097,230.08996,Entertainment,0
synthetic_1098,1623.65342,Entertainment,0
synthetic_1099,4800.35968,Grocery,0
synthetic_1100,4895.28068,Pharmacy,0
synthetic_1101,1942.5959,Coffee Shop,0
synthetic_1102,3368.70031,Online Retail,0
synthetic_1103,4422.59152,Electronics,0
synthetic_1104,2667.81539,Online Retail,0
synthetic_1105,3504.18357,Electronics,0
synthetic_1106,3005.49318,Pharmacy,0
synthetic_1107,3825.78035,Coffee Shop,0
synthetic_1108,437.19307,Entertainment,0
synthetic_1109,3100.53281,Coffee Shop,0
synthetic_1110,1651.96951,Electronics,0
synthetic_1111,4099.4888,Home Improvement,0
synthetic_1112,4853.71373,Travel,0
synthetic_1113,2056.26643,Electronics,0
synthetic_1114,1567.95199,Restaurant,0
synthetic_1115,4487.90782,Coffee Shop,0
synthetic_1116,1951.70365,Coffee Shop,0
synthetic_1117,2859.11045,Electronics,0
synthetic_1118,515.28036,Online Retail,0
synthetic_1119,1489.59922,Pharmacy,0
synthetic_1120,4888.56914,Coffee Shop,0
synthetic_1121,2270.58364,Grocery,0
synthetic_1122,1772.68511,Coffee Shop,0
synthetic_1123,531.96809,Gas Station,0
synthetic_1124,1857.61188,Coffee Shop,1
synthetic_1125,2456.75599,Pharmacy,0
synthetic_1126,2908.50662,Gas Station,0
synthetic_1127,4393.25911,Grocery,1
synthetic_1128,3198.03137,Online Retail,0
synthetic_1129,4776.05471,Home Improvement,0
synthetic_1130,4588.44017,Electronics,0
synthetic_1131,3906.53589,Entertainment,0
synthetic_1132,3091.4896,Entertainment,1
synthetic_1133,4833.39606,Electronics,0
synthetic_1134,4105.07375,Grocery,0
synthetic_1135,3042.5723,Coffee Shop,1
synthetic_1136,3566.46143,Entertainment,0
synthetic_1137,1627.51485,Restaurant,0
synthetic_1138,3560.67762,Entertainment,0
synthetic_1139,1442.71591,Grocery,0
synthetic_1140,1360.20717,Online Retail,0
synthetic_1141,4964.53476,Coffee Shop,0
synthetic_1142,493.71809,Pharmacy,0
synthetic_1143,508.70567,Online Retail,0
synthetic_1144,1773.47138,Restaurant,0
synthetic_1145,4933.49168,Home Improvement,0
synthetic_1146,53.35596,Electronics,1
synthetic_1147,3628.35942,Coffee Shop,0
synthetic_1148,2018.3919,Gas Station,0
synthetic_1149,2588.72034,Home Improvement,0
synthetic_1150,2458.56762,Entertainment,0
synthetic_1151,3978.44,Restaurant,0
synthetic_1152,1423.07938,Electronics,0
synthetic_1153,1694.62162,Coffee Shop,0
synthetic_1154,323.32652,Online Retail,0
synthetic_1155,1912.04559,Coffee Shop,1
synthetic_1156,2058.30697,Online Retail,0
synthetic_1157,3975.29596,Coffee Shop,1
synthetic_1158,4623.77665,Electronics,0
synthetic_1159,4022.75309,Electronics,0
synthetic_1160,4765.77448,Coffee Shop,0
synthetic_1161,3801.13546,Grocery,0
synthetic_1162,4353.08931,Travel,0
synthetic_1163,2231.38925,Coffee Shop,0
synthetic_1164,1506.37339,Electronics,0
synthetic_1165,2214.15148,Online Retail,0
synthetic_1166,3879.08713,Gas Station,0
synthetic_1167,760.15964,Pharmacy,0
synthetic_1168,725.79652,Coffee Shop,0
synthetic_1169,3203.15819,Coffee Shop,0
synthetic_1170,4137.33003,Pharmacy,0
synthetic_1171,4747.36557,Pharmacy,0
synthetic_1172,1750.19524,Gas Station,0
synthetic_1173,3096.43585,Gas Station,0
synthetic_1174,797.93565,Coffee Shop,0
synthetic_1175,4060.75704,Online Retail,1
synthetic_1176,814.98055,Pharmacy,0
synthetic_1177,2189.03571,Coffee Shop,0
synthetic_1178,2479.34638,Coffee Shop,0
synthetic_1179,4677.41938,Coffee Shop,1
synthetic_1180,4123.31563,Gas Station,0
synthetic_1181,3273.85653,Home Improvement,0
synthetic_1182,3472.78651,Coffee Shop,1
synthetic_1183,4671.51987,Entertainment,0
synthetic_1184,1894.8582,Travel,0
synthetic_1185,1776.59567,Gas Station,0
synthetic_1186,3976.20927,Coffee Shop,0
synthetic_1187,4800.63783,Electronics,0
synthetic_1188,925.01009,Restaurant,0
synthetic_1189,1674.11466,Online Retail,0
synthetic_1190,4402.27195,Coffee Shop,0
synthetic_1191,1278.71924,Entertainment,0
synthetic_1192,1891.88925,Gas Station,0
synthetic_1193,2986.58577,Entertainment,0
synthetic_1194,1811.57622,Electronics,0
synthetic_1195,2293.11041,Gas Station,0
synthetic_1196,4823.40934,Travel,0
synthetic_1197,390.40509,Online Retail,0
synthetic_1198,4402.07334,Electronics,0
synthetic_1199,4697.25926,Grocery,0
synthetic_1200,2830.37854,Coffee Shop,1
synthetic_1201,4944.19517,Home Improvement,0
synthetic_1202,2225.99596,Grocery,0
synthetic_1203,2233.86651,Travel,0
synthetic_1204,4520.94904,Pharmacy,0
synthetic_1205,1994.91137,Pharmacy,0
synthetic_1206,3689.4836,Coffee Shop,0
synthetic_1207,758.90658,Coffee Shop,0
synthetic_1208,3503.79171,Online Retail,0
synthetic_1209,4653.89451,Home Improvement,0
synthetic_1210,1571.06109,Coffee Shop,0
synthetic_1211,3087.99644,Coffee Shop,0
synthetic_1212,3837.96373,Entertainment,1
synthetic_1213,3661.94529,Gas Station,0
synthetic_1214,2155.4718,Coffee Shop,0
synthetic_1215,3378.56106,Home Improvement,0
synthetic_1216,4923.07911,Coffee Shop,0
synthetic_1217,612.32874,Gas Station,0
synthetic_1218,4542.68628,Online Retail,0
synthetic_1219,3284.04297,Coffee Shop,0
synthetic_1220,2139.50236,Coffee Shop,0
synthetic_1221,4123.99997,Restaurant,0
synthetic_1222,783.76096,Gas Station,0
synthetic_1223,4557.68284,Coffee Shop,0
synthetic_1224,825.12187,Restaurant,0
synthetic_1225,1486.9598,Coffee Shop,0
synthetic_1226,891.31818,Pharmacy,0
synthetic_1227,2183.65849,Coffee Shop,1
synthetic_1228,2180.55251,Travel,0
synthetic_1229,2271.91293,Coffee Shop,0
synthetic_1230,2094.2501,Electronics,0
synthetic_1231,3536.79962,Gas Station,0
synthetic_1232,2925.63539,Electronics,0
synthetic_1233,4998.77002,Coffee Shop,0
synthetic_1234,2079.3271,Coffee Shop,1
synthetic_1235,3250.55235,Entertainment,0
synthetic_1236,4843.9025,Coffee Shop,0
synthetic_1237,3765.6454,Travel,0
synthetic_1238,1.02996,Online Retail,0
synthetic_1239,2866.47565,Coffee Shop,0
synthetic_1240,2051.99584,Electronics,0
synthetic_1241,2532.16784,Electronics,0
synthetic_1242,1784.91731,Online Retail,0
synthetic_1243,1784.20088,Online Retail,1
synthetic_1244,4580.91316,Coffee Shop,0
synthetic_1245,2613.08127,Coffee Shop,1
synthetic_1246,3912.18063,Coffee Shop,0
synthetic_1247,4761.34925,Electronics,0
synthetic_1248,4270.19233,Coffee Shop,0
synthetic_1249,2887.04313,Coffee Shop,0
synthetic_1250,3197.53805,Grocery,0
synthetic_1251,3403.58928,Coffee Shop,0
synthetic_1252,4365.35093,Electronics,0
synthetic_1253,566.09223,Travel,0
synthetic_1254,4266.44229,Grocery,0
synthetic_1255,3444.85089,Travel,0
synthetic_1256,4252.42358,Pharmacy,0
synthetic_1257,2790.97288,Coffee Shop,1
synthetic_1258,2530.05557,Gas Station,0
synthetic_1259,3261.71206,Pharmacy,0
synthetic_1260,2624.00317,Entertainment,1
synthetic_1261,3652.54541,Electronics,0
synthetic_1262,4780.20248,Grocery,0
synthetic_1263,3789.65799,Electronics,0
synthetic_1264,4759.49001,Pharmacy,0
synthetic_1265,2285.59784,Restaurant,0
synthetic_1266,1816.65448,Gas Station,0
synthetic_1267,2186.76449,Home Improvement,0
synthetic_1268,1692.02853,Travel,0
synthetic_1269,706.63131,Grocery,0
synthetic_1270,1619.65387,Travel,0
synthetic_1271,4433.58783,Travel,0
synthetic_1272,3682.84696,Electronics,0
synthetic_1273,4365.38959,Restaurant,1
synthetic_1274,2931.94177,Entertainment,0
synthetic_1275,2569.91626,Restaurant,0
synthetic_1276,592.40155,Home Improvement,0
synthetic_1277,2298.4117,Gas Station,0
synthetic_1278,781.66395,Electronics,0
synthetic_1279,772.81624,Grocery,0
synthetic_1280,4998.77002,Home Improvement,0
synthetic_1281,4815.95636,Home Improvement,0
synthetic_1282,1827.95969,Grocery,0
synthetic_1283,665.92764,Home Improvement,0
synthetic_1284,844.54798,Coffee Shop,0
synthetic_1285,4496.62284,Pharmacy,0
synthetic_1286,2588.65379,Travel,0
synthetic_1287,3155.6942,Coffee Shop,0
synthetic_1288,2020.89807,Coffee Shop,0
synthetic_1289,2686.65969,Coffee Shop,0
synthetic_1290,3862.26835,Coffee Shop,0
synthetic_1291,4291.71389,Coffee Shop,0
synthetic_1292,1720.01738,Entertainment,0
synthetic_1293,2114.20097,Entertainment,0
synthetic_1294,3364.09821,Electronics,0
synthetic_1295,2514.77245,Home Improvement,0
synthetic_1296,1520.00205,Online Retail,0
synthetic_1297,4017.33224,Gas Station,0
synthetic_1298,4866.87417,Entertainment,0
synthetic_1299,4557.40192,Restaurant,0
