transaction_id,amount,merchant_category,transaction_type,customer_age,is_fraud,transaction_date,merchant_code,transaction_address
767,4427.03,Restaurant,Online,40,0,2023-05-19,103,"3025 Cedar St, Riverton, FL"
768,4157.40,Electronics,Card Present,35,0,2022-08-16,102,"5644 Cedar Blvd, Lakeside, WA"
769,3304.88,Online Retail,Contactless,85,0,2024-06-07,106,"1171 Oak Ave, Riverton, WA"
770,3472.08,Travel,ATM Withdrawal,58,0,2023-05-16,104,"856 Main Ln, Riverton, FL"
771,1236.61,Restaurant,Contactless,53,0,2024-11-06,103,"9669 Lakeview Ave, Hillcrest, NY"
772,838.00,Pharmacy,Card Present,67,0,2024-11-08,108,"6231 Lakeview Ln, Lakeside, TX"
773,2627.85,Online Retail,Contactless,79,0,2024-10-10,106,"7862 Elm Ln, Lakeside, CA"
774,4474.53,Travel,Online,75,0,2024-03-21,104,"3681 Elm Rd, Lakeside, TX"
775,2753.21,Online Retail,Contactless,35,0,2023-08-28,106,"7382 Center Blvd, Riverton, CA"
776,2131.09,Pharmacy,Contactless,77,0,2024-01-23,108,"8251 Willow Blvd, Lakeside, CA"
777,1169.72,Restaurant,ATM Withdrawal,27,0,2022-06-18,103,"4925 Center Ln, Greenville, NY"
778,492.95,Coffee Shop,Online,27,0,2023-02-15,105,"5568 Cedar Pl, Fairview, FL"
779,954.02,Coffee Shop,Contactless,35,0,2023-06-19,105,"239 Elm Blvd, Fairview, CO"
780,2360.55,Gas Station,Card Present,83,0,2022-11-02,107,"6612 Cedar Ave, Hillcrest, WA"
781,2579.61,Pharmacy,Online,77,0,2024-08-02,108,"5681 Oak Blvd, Riverton, CO"
782,2193.97,Gas Station,Online,21,0,2022-09-20,107,"5106 Maple Rd, Hillcrest, IL"
783,2096.32,Online Retail,Online,69,0,2023-09-06,106,"5442 Main St, Greenville, CA"
784,4886.24,Restaurant,Online,60,0,2024-03-11,103,"6347 Cedar Rd, Springfield, CO"
785,544.08,Travel,ATM Withdrawal,75,0,2023-09-16,104,"1627 Pine St, Hillcrest, TX"
786,135.17,Grocery,ATM Withdrawal,43,0,2024-03-01,101,"4750 Cedar Ave, Fairview, NY"
787,1843.89,Pharmacy,Card Present,19,0,2024-04-21,108,"6507 Pine St, Riverton, CO"
788,1945.58,Pharmacy,Card Present,44,0,2023-02-26,108,"5175 Sunset Pl, Hillcrest, GA"
789,2937.87,Restaurant,Contactless,82,0,2024-07-28,103,"4612 Cedar St, Riverton, GA"
790,3024.64,Electronics,ATM Withdrawal,49,0,2024-10-02,102,"7639 Lakeview Ln, Springfield, NY"
791,1734.56,Coffee Shop,ATM Withdrawal,56,0,2022-12-25,105,"6900 Cedar Ave, Greenville, CO"
792,4554.25,Pharmacy,ATM Withdrawal,41,0,2022-07-15,108,"6547 Maple Ave, Riverton, FL"
793,3333.62,Entertainment,Contactless,26,0,2023-03-21,109,"8185 Sunset Ln, Springfield, IL"
794,2522.47,Electronics,Card Present,59,0,2022-12-04,102,"4241 Cedar Ln, Springfield, GA"
795,3194.69,Grocery,Card Present,77,0,2024-03-28,101,"3285 Sunset St, Springfield, FL"
796,1636.22,Electronics,Online,77,0,2022-05-20,102,"1452 Center Pl, Riverton, GA"
797,4102.31,Restaurant,ATM Withdrawal,38,0,2022-02-06,103,"1746 Pine Blvd, Springfield, CO"
798,3357.29,Restaurant,Card Present,19,0,2022-11-11,103,"7319 Willow Ave, Riverton, CA"
799,2210.85,Entertainment,Online,24,0,2024-12-06,109,"1784 Sunset Pl, Fairview, GA"
800,244.27,Grocery,Card Present,66,0,2023-05-27,101,"6238 Cedar Ave, Springfield, CA"
801,4946.46,Gas Station,Card Present,61,0,2022-05-10,107,"3713 Oak Pl, Riverton, TX"
802,2562.99,Grocery,ATM Withdrawal,59,0,2023-01-24,101,"3493 Center Rd, Lakeside, NY"
803,530.32,Travel,Online,59,0,2024-04-03,104,"5281 Maple Rd, Riverton, GA"
804,3290.15,Travel,Card Present,53,0,2024-01-26,104,"819 Oak Ave, Lakeside, FL"
805,4915.53,Home Improvement,ATM Withdrawal,31,0,2022-12-18,110,"4227 Oak Ln, Fairview, CO"
806,877.48,Restaurant,Contactless,58,0,2024-09-14,103,"1206 Willow St, Greenville, GA"
807,2517.60,Gas Station,Online,19,0,2022-09-12,107,"5160 Cedar Pl, Lakeside, WA"
808,300.56,Home Improvement,Card Present,65,0,2023-02-18,110,"2584 Sunset Ave, Hillcrest, CA"
809,3696.54,Travel,ATM Withdrawal,60,0,2023-10-13,104,"748 Center Rd, Hillcrest, FL"
810,4234.83,Grocery,Online,60,0,2023-02-26,101,"8936 Maple Pl, Riverton, WA"
811,2607.84,Home Improvement,ATM Withdrawal,41,0,2022-01-13,110,"1158 Lakeview St, Riverton, CA"
812,628.68,Restaurant,Online,40,0,2023-02-23,103,"3971 Center St, Lakeside, GA"
813,3608.65,Coffee Shop,Online,49,0,2023-05-25,105,"5066 Elm Ln, Lakeside, WA"
814,401.00,Coffee Shop,ATM Withdrawal,64,0,2022-12-10,105,"7812 Lakeview Rd, Greenville, CO"
815,100.04,Restaurant,ATM Withdrawal,66,0,2022-06-20,103,"5018 Main Ln, Riverton, TX"
816,2318.79,Coffee Shop,ATM Withdrawal,76,0,2024-09-11,105,"1278 Willow Ave, Hillcrest, GA"
817,4580.74,Travel,Online,18,1,2024-10-22,104,"6231 Lakeview Rd, Lakeside, CO"
818,2448.27,Online Retail,ATM Withdrawal,27,0,2022-03-21,106,"2139 Sunset Ln, Riverton, WA"
819,3856.58,Gas Station,Contactless,62,0,2024-09-27,107,"6132 Maple Pl, Lakeside, CO"
820,2389.15,Travel,Online,64,0,2022-02-27,104,"2522 Elm Ln, Lakeside, TX"
821,3011.14,Coffee Shop,Online,38,1,2022-07-09,105,"6397 Sunset Pl, Greenville, NY"
822,4380.15,Entertainment,Online,39,0,2023-06-02,109,"5051 Center Ln, Hillcrest, CO"
823,3669.93,Home Improvement,Contactless,29,0,2023-12-07,110,"2438 Elm Pl, Riverton, CO"
824,4935.14,Coffee Shop,Card Present,80,1,2022-05-24,105,"6945 Center Rd, Hillcrest, FL"
825,882.83,Gas Station,Online,41,0,2023-02-10,107,"8070 Pine Ln, Springfield, GA"
826,929.00,Home Improvement,Online,25,0,2023-01-28,110,"4349 Sunset Rd, Hillcrest, NY"
827,1466.33,Restaurant,Card Present,66,0,2022-05-12,103,"5705 Maple Ln, Riverton, GA"
828,48.52,Pharmacy,Card Present,52,0,2022-01-15,108,"9642 Maple St, Riverton, CA"
829,4660.71,Gas Station,Contactless,78,0,2024-05-29,107,"5614 Willow Pl, Fairview, IL"
830,3325.73,Travel,Contactless,66,0,2023-12-31,104,"5510 Oak St, Lakeside, CO"
831,3009.94,Restaurant,Card Present,85,0,2023-05-25,103,"6136 Lakeview Ln, Hillcrest, GA"
832,3301.48,Entertainment,ATM Withdrawal,18,0,2023-10-22,109,"372 Willow St, Hillcrest, IL"
833,3034.21,Pharmacy,Online,69,0,2022-06-16,108,"5807 Sunset Rd, Hillcrest, NY"
834,3036.26,Gas Station,Contactless,36,0,2024-10-30,107,"620 Pine Rd, Springfield, FL"
835,841.10,Entertainment,ATM Withdrawal,75,0,2024-09-14,109,"8958 Cedar Ave, Riverton, TX"
836,2175.03,Electronics,Card Present,21,0,2023-10-31,102,"6383 Elm Ave, Hillcrest, FL"
837,3327.72,Pharmacy,Card Present,80,0,2023-11-13,108,"3766 Main Ln, Springfield, IL"
838,3269.94,Gas Station,ATM Withdrawal,73,0,2023-04-03,107,"4344 Oak Blvd, Springfield, NY"
839,3703.17,Electronics,Contactless,42,0,2022-08-26,102,"9485 Willow Ave, Fairview, CO"
840,1554.68,Home Improvement,Card Present,42,0,2024-05-17,110,"5337 Willow Pl, Riverton, WA"
841,46.93,Electronics,ATM Withdrawal,76,0,2023-08-31,102,"3686 Lakeview Pl, Lakeside, TX"
842,730.21,Home Improvement,Contactless,22,0,2023-09-25,110,"8330 Oak Blvd, Hillcrest, GA"
843,1458.18,Travel,ATM Withdrawal,66,0,2023-11-14,104,"2601 Cedar Pl, Riverton, CA"
844,3637.25,Restaurant,ATM Withdrawal,56,0,2022-11-23,103,"453 Center Rd, Fairview, CO"
845,3788.81,Pharmacy,Contactless,68,0,2023-08-03,108,"4726 Cedar Pl, Greenville, CO"
846,1617.77,Electronics,Online,24,0,2023-09-15,102,"7596 Pine Ln, Riverton, GA"
847,4486.19,Pharmacy,Contactless,44,0,2023-02-05,108,"249 Willow Pl, Greenville, NY"
848,4752.04,Restaurant,ATM Withdrawal,72,0,2022-12-11,103,"1022 Oak Blvd, Lakeside, TX"
849,4901.40,Grocery,Card Present,61,0,2022-11-01,101,"6719 Cedar St, Springfield, WA"
850,1514.15,Gas Station,ATM Withdrawal,40,0,2024-02-08,107,"1568 Lakeview Pl, Lakeside, FL"
851,59.00,Pharmacy,Contactless,32,0,2024-09-28,108,"8451 Cedar St, Greenville, GA"
852,3971.92,Coffee Shop,Card Present,41,0,2024-06-07,105,"4988 Main Ave, Springfield, IL"
853,2027.25,Electronics,Online,20,0,2024-12-21,102,"8104 Oak Ln, Greenville, NY"
854,904.14,Travel,Card Present,41,1,2024-07-04,104,"5249 Oak St, Riverton, WA"
855,2812.92,Restaurant,Card Present,22,0,2022-09-13,103,"8392 Elm Blvd, Greenville, TX"
856,1242.44,Gas Station,Card Present,23,0,2024-11-29,107,"4907 Center Rd, Riverton, GA"
857,3031.25,Online Retail,Contactless,83,0,2022-07-22,106,"832 Cedar St, Riverton, TX"
858,4787.16,Coffee Shop,Online,45,0,2023-07-23,105,"2205 Main Rd, Springfield, FL"
859,3249.19,Coffee Shop,ATM Withdrawal,38,0,2022-06-20,105,"4264 Sunset Pl, Riverton, WA"
860,4976.80,Electronics,Contactless,42,0,2024-11-13,102,"2787 Sunset Ave, Fairview, CO"
861,4820.12,Gas Station,Card Present,49,0,2022-09-13,107,"8807 Oak Pl, Greenville, CO"
862,3201.25,Electronics,Contactless,64,0,2023-07-14,102,"2497 Cedar Blvd, Springfield, NY"
863,1893.78,Gas Station,Online,31,0,2022-09-10,107,"2979 Center Pl, Fairview, GA"
864,3502.58,Electronics,Contactless,54,0,2022-07-22,102,"885 Pine Blvd, Lakeside, TX"
865,2384.83,Online Retail,ATM Withdrawal,34,0,2024-11-17,106,"2647 Pine Ave, Lakeside, FL"
866,3537.80,Grocery,Contactless,49,0,2024-05-06,101,"7600 Pine Rd, Fairview, GA"
867,1379.84,Entertainment,Contactless,72,0,2023-04-14,109,"5100 Oak Blvd, Lakeside, IL"
868,384.39,Electronics,Card Present,48,0,2022-12-05,102,"9525 Maple St, Hillcrest, FL"
869,4041.93,Entertainment,ATM Withdrawal,19,0,2024-05-18,109,"8434 Pine Rd, Lakeside, NY"
870,3081.82,Gas Station,Card Present,18,0,2024-12-30,107,"5753 Cedar Pl, Hillcrest, CA"
871,4823.27,Home Improvement,ATM Withdrawal,85,0,2022-12-25,110,"1330 Willow Ave, Greenville, IL"
872,2478.04,Grocery,ATM Withdrawal,39,0,2022-08-20,101,"5637 Cedar Ln, Springfield, FL"
873,1468.43,Coffee Shop,ATM Withdrawal,45,1,2024-03-17,105,"3662 Elm Pl, Greenville, CA"
874,288.43,Pharmacy,ATM Withdrawal,18,0,2023-11-04,108,"4988 Willow St, Springfield, IL"
875,1773.31,Restaurant,ATM Withdrawal,30,0,2023-02-09,103,"1488 Center Ln, Riverton, CO"
876,35.55,Electronics,ATM Withdrawal,50,0,2024-03-20,102,"6232 Elm Blvd, Lakeside, TX"
877,544.37,Entertainment,Contactless,74,0,2024-06-18,109,"2751 Pine Blvd, Hillcrest, CO"
878,4418.00,Grocery,Contactless,43,0,2023-08-07,101,"759 Pine Rd, Lakeside, IL"
879,3331.36,Grocery,Online,79,0,2023-06-29,101,"2046 Sunset Rd, Greenville, GA"
880,3755.70,Restaurant,Contactless,69,0,2024-03-07,103,"2253 Oak St, Springfield, TX"
881,2500.50,Restaurant,Contactless,48,0,2023-12-02,103,"7139 Main Pl, Springfield, CO"
882,1411.83,Pharmacy,Contactless,28,0,2023-05-23,108,"2598 Center Ave, Riverton, FL"
883,4971.29,Electronics,Contactless,49,0,2024-05-28,102,"3350 Lakeview Pl, Springfield, TX"
884,1147.69,Travel,Online,34,0,2023-07-15,104,"3248 Pine Rd, Springfield, WA"
885,1902.38,Electronics,Card Present,85,0,2023-04-19,102,"3733 Willow Rd, Lakeside, CA"
886,3219.72,Entertainment,ATM Withdrawal,56,0,2024-01-15,109,"4696 Willow Pl, Lakeside, WA"
887,909.58,Online Retail,Card Present,18,0,2023-10-21,106,"3573 Elm Rd, Fairview, NY"
888,1262.06,Gas Station,Online,80,0,2023-09-16,107,"1927 Oak Pl, Springfield, TX"
889,3706.72,Online Retail,Contactless,64,0,2024-12-19,106,"6188 Cedar Pl, Fairview, WA"
890,437.07,Home Improvement,ATM Withdrawal,31,0,2022-09-04,110,"772 Main Pl, Riverton, WA"
891,375.32,Pharmacy,Card Present,61,0,2024-08-29,108,"3409 Center Pl, Riverton, CA"
892,2091.64,Restaurant,Online,50,0,2023-12-13,103,"6096 Lakeview Pl, Hillcrest, NY"
893,2414.62,Gas Station,Card Present,85,0,2024-10-28,107,"458 Pine Ln, Fairview, TX"
894,4779.06,Coffee Shop,Card Present,25,0,2023-01-25,105,"6612 Lakeview Pl, Greenville, NY"
895,3753.89,Restaurant,ATM Withdrawal,67,0,2024-03-10,103,"6667 Main Blvd, Riverton, TX"
896,2859.92,Grocery,Online,19,0,2024-11-16,101,"7561 Center Pl, Hillcrest, FL"
897,1482.52,Coffee Shop,Online,52,0,2022-12-17,105,"3768 Maple Ln, Riverton, FL"
898,4710.29,Grocery,Online,53,0,2023-07-08,101,"944 Cedar Ave, Greenville, NY"
899,3163.78,Grocery,Contactless,65,0,2023-06-25,101,"2289 Sunset Ln, Fairview, IL"
900,4119.83,Grocery,Card Present,46,0,2023-07-27,101,"2995 Elm St, Greenville, NY"
901,4350.26,Gas Station,Contactless,44,0,2023-03-28,107,"5412 Elm Ave, Greenville, CO"
902,1159.38,Restaurant,ATM Withdrawal,73,0,2024-09-08,103,"1635 Lakeview Ave, Lakeside, TX"
903,2848.72,Restaurant,Online,41,0,2022-02-13,103,"5181 Pine Ave, Lakeside, WA"
904,361.17,Electronics,Online,49,0,2024-04-04,102,"1742 Center Ave, Hillcrest, CA"
905,1890.00,Home Improvement,Card Present,20,0,2022-01-28,110,"816 Pine Ave, Springfield, FL"
906,3962.21,Restaurant,Card Present,19,0,2022-08-06,103,"8986 Willow Pl, Springfield, WA"
907,3798.60,Restaurant,ATM Withdrawal,74,0,2023-09-22,103,"5535 Lakeview Ave, Riverton, CA"
908,3137.80,Entertainment,Contactless,33,1,2022-04-02,109,"1784 Center Blvd, Springfield, CO"
909,4560.92,Restaurant,Card Present,21,0,2024-02-29,103,"2514 Willow Pl, Fairview, WA"
910,2459.61,Gas Station,Card Present,32,0,2023-08-01,107,"5954 Oak Ln, Fairview, NY"
911,4478.04,Online Retail,Card Present,37,0,2024-12-22,106,"5586 Main Ave, Hillcrest, CO"
912,3124.17,Restaurant,Contactless,54,0,2022-08-01,103,"4541 Lakeview Pl, Fairview, FL"
913,4308.71,Electronics,Card Present,37,0,2022-10-28,102,"5347 Pine Rd, Lakeside, GA"
914,2889.64,Electronics,Card Present,53,0,2023-10-24,102,"2189 Pine Rd, Fairview, IL"
915,2406.96,Pharmacy,ATM Withdrawal,70,0,2023-11-14,108,"2364 Cedar Rd, Lakeside, GA"
916,2662.84,Entertainment,ATM Withdrawal,47,0,2024-05-13,109,"8733 Main Pl, Hillcrest, WA"
917,1809.19,Electronics,Online,44,0,2022-02-05,102,"6037 Center Rd, Riverton, NY"
918,1804.93,Grocery,Contactless,35,0,2022-10-23,101,"9135 Sunset Ave, Riverton, WA"
919,587.06,Grocery,Online,36,0,2022-02-23,101,"7058 Willow St, Hillcrest, NY"
920,2384.66,Home Improvement,Card Present,38,1,2024-01-19,110,"2414 Oak Ave, Springfield, CA"
921,749.44,Home Improvement,ATM Withdrawal,41,0,2022-10-14,110,"8741 Elm Rd, Lakeside, IL"
922,1434.56,Pharmacy,Card Present,37,0,2022-03-07,108,"9998 Pine Ln, Riverton, CA"
923,3399.84,Gas Station,ATM Withdrawal,76,0,2023-06-13,107,"9472 Center Blvd, Hillcrest, WA"
924,1359.87,Gas Station,Online,29,0,2022-09-14,107,"3571 Sunset Ln, Springfield, WA"
925,4112.70,Gas Station,Online,27,0,2024-08-17,107,"7921 Willow Pl, Hillcrest, CO"
926,274.30,Gas Station,Online,65,0,2023-02-03,107,"4522 Oak St, Springfield, IL"
927,141.22,Home Improvement,Contactless,54,0,2022-08-07,110,"1170 Cedar Ln, Springfield, FL"
928,3192.31,Travel,Online,22,0,2022-06-24,104,"9440 Main St, Greenville, GA"
929,1573.59,Grocery,Card Present,57,1,2024-01-01,101,"4726 Sunset Ln, Riverton, IL"
930,4869.28,Gas Station,Contactless,30,0,2024-10-28,107,"1754 Center Ave, Springfield, CO"
931,1451.31,Pharmacy,Card Present,37,0,2022-06-11,108,"1628 Cedar Ave, Hillcrest, TX"
932,2237.95,Restaurant,Contactless,34,0,2024-01-08,103,"7159 Maple Pl, Hillcrest, CO"
933,4985.05,Travel,Online,27,0,2024-10-15,104,"1695 Maple Ave, Fairview, NY"
934,2274.58,Pharmacy,Card Present,39,0,2022-11-27,108,"1216 Elm Ln, Fairview, IL"
935,896.75,Electronics,Card Present,76,0,2024-08-27,102,"4294 Lakeview Pl, Riverton, NY"
936,198.92,Home Improvement,ATM Withdrawal,54,0,2022-09-22,110,"7322 Willow Ln, Greenville, IL"
937,3411.32,Online Retail,Card Present,82,0,2022-03-29,106,"1034 Cedar Pl, Greenville, CA"
938,1454.01,Restaurant,Card Present,38,0,2022-05-30,103,"3754 Sunset Rd, Hillcrest, NY"
939,2342.98,Online Retail,ATM Withdrawal,77,0,2023-01-05,106,"1875 Sunset Rd, Riverton, CO"
940,1587.11,Online Retail,Card Present,80,0,2024-09-02,106,"1973 Elm Rd, Springfield, TX"
941,3201.44,Pharmacy,Online,58,0,2024-02-18,108,"1122 Willow Rd, Lakeside, WA"
942,4340.23,Grocery,Online,72,0,2022-12-27,101,"1469 Pine St, Fairview, CO"
943,4369.01,Electronics,Contactless,75,0,2024-12-10,102,"3607 Elm Ave, Springfield, NY"
944,4816.87,Gas Station,Contactless,56,0,2023-12-17,107,"6966 Lakeview Rd, Greenville, TX"
945,4563.08,Gas Station,Contactless,67,0,2023-02-11,107,"1374 Main Ln, Riverton, IL"
946,753.38,Online Retail,Card Present,76,0,2024-10-19,106,"5284 Oak Pl, Lakeside, FL"
947,4941.20,Entertainment,Card Present,34,0,2022-07-19,109,"697 Cedar Pl, Riverton, CO"
948,3005.12,Entertainment,Online,45,0,2023-01-27,109,"9550 Maple Blvd, Fairview, CA"
949,2510.92,Coffee Shop,Contactless,33,0,2024-07-22,105,"6883 Sunset Blvd, Fairview, CO"
950,567.79,Entertainment,Contactless,40,0,2024-02-04,109,"2998 Center Ln, Riverton, CO"
951,4225.61,Gas Station,Contactless,73,0,2022-07-23,107,"1535 Oak St, Hillcrest, CA"
952,519.27,Home Improvement,ATM Withdrawal,30,0,2024-10-27,110,"9622 Maple Pl, Fairview, CO"
953,3884.62,Travel,Online,66,0,2024-08-19,104,"2138 Willow Rd, Lakeside, CO"
954,3911.20,Grocery,Contactless,82,0,2023-06-26,101,"5136 Sunset Pl, Riverton, CA"
955,78.63,Gas Station,Card Present,37,0,2024-11-28,107,"9929 Willow Blvd, Riverton, CO"
956,964.11,Travel,ATM Withdrawal,68,0,2024-05-28,104,"2211 Sunset Pl, Riverton, CO"
957,2187.57,Online Retail,Online,30,0,2022-09-16,106,"8361 Oak Pl, Greenville, CO"
958,4743.55,Coffee Shop,Online,44,0,2022-02-22,105,"7266 Maple Pl, Greenville, TX"
959,2859.40,Grocery,Card Present,21,0,2022-09-25,101,"7533 Willow Ave, Riverton, WA"
960,2677.55,Coffee Shop,Online,49,0,2024-02-14,105,"4367 Maple Blvd, Springfield, TX"
961,555.55,Grocery,Card Present,33,0,2023-08-02,101,"4392 Pine St, Springfield, GA"
962,1954.61,Online Retail,Online,80,0,2024-04-27,106,"1305 Lakeview Pl, Springfield, WA"
963,4448.68,Gas Station,ATM Withdrawal,75,0,2023-01-04,107,"4994 Maple Ave, Hillcrest, CA"
964,4968.70,Electronics,Contactless,79,0,2022-01-11,102,"2695 Center Pl, Fairview, NY"
965,2680.23,Travel,Card Present,84,0,2022-11-09,104,"3643 Willow St, Riverton, CA"
966,1099.59,Online Retail,Online,34,0,2024-09-13,106,"3364 Oak Blvd, Hillcrest, FL"
967,2180.87,Pharmacy,ATM Withdrawal,69,0,2023-05-28,108,"2933 Cedar Pl, Hillcrest, FL"
968,2918.66,Gas Station,Card Present,57,0,2023-02-26,107,"8092 Sunset Rd, Lakeside, FL"
969,3036.87,Online Retail,Card Present,72,0,2023-12-24,106,"6226 Oak Rd, Riverton, CA"
970,2934.76,Entertainment,Contactless,55,0,2024-12-22,109,"5871 Sunset St, Springfield, TX"
971,3954.69,Online Retail,ATM Withdrawal,63,0,2023-03-17,106,"6189 Willow Ave, Fairview, NY"
972,3441.77,Grocery,Contactless,60,0,2023-10-21,101,"3911 Center St, Lakeside, FL"
973,2636.78,Home Improvement,Online,31,0,2022-06-03,110,"9503 Sunset Pl, Lakeside, IL"
974,986.42,Online Retail,Online,81,0,2023-07-17,106,"7001 Oak St, Lakeside, TX"
975,2956.26,Home Improvement,Contactless,48,0,2023-08-07,110,"392 Main St, Lakeside, FL"
976,186.00,Restaurant,ATM Withdrawal,85,1,2022-02-03,103,"1237 Lakeview St, Lakeside, FL"
977,3768.71,Coffee Shop,Contactless,69,0,2023-10-04,105,"8190 Main St, Lakeside, FL"
978,4243.51,Pharmacy,ATM Withdrawal,33,0,2022-07-30,108,"579 Cedar St, Springfield, TX"
979,4307.08,Electronics,Contactless,73,0,2022-06-30,102,"3231 Willow Ln, Springfield, CA"
980,554.91,Coffee Shop,Card Present,56,0,2023-11-06,105,"6318 Elm Pl, Riverton, TX"
981,600.39,Home Improvement,ATM Withdrawal,58,0,2024-04-26,110,"7420 Oak Ln, Greenville, WA"
982,3306.68,Home Improvement,ATM Withdrawal,53,0,2024-09-15,110,"3800 Oak Blvd, Fairview, NY"
983,3297.74,Online Retail,Online,44,0,2022-06-03,106,"8203 Maple Ave, Springfield, WA"
984,940.40,Pharmacy,ATM Withdrawal,31,0,2024-12-16,108,"8520 Willow Blvd, Hillcrest, GA"
985,4570.71,Restaurant,Card Present,46,0,2024-02-29,103,"7512 Main Ln, Riverton, CO"
986,1389.91,Travel,Card Present,39,0,2022-07-29,104,"2513 Lakeview St, Hillcrest, NY"
987,4470.60,Travel,Card Present,41,0,2024-09-02,104,"8798 Lakeview Blvd, Fairview, NY"
988,1772.78,Entertainment,Card Present,45,0,2024-10-25,109,"7159 Center Blvd, Springfield, GA"
989,489.97,Coffee Shop,Contactless,66,0,2024-05-15,105,"3277 Elm Ave, Lakeside, TX"
990,2648.28,Home Improvement,Contactless,81,0,2022-08-12,110,"917 Cedar St, Riverton, NY"
991,2876.58,Grocery,Card Present,48,0,2022-07-26,101,"4613 Cedar Ln, Hillcrest, CO"
992,507.42,Gas Station,ATM Withdrawal,52,0,2022-12-17,107,"3435 Willow Pl, Fairview, FL"
993,926.21,Grocery,Card Present,79,0,2023-05-04,101,"2889 Willow Pl, Springfield, TX"
994,4499.45,Restaurant,Contactless,36,0,2024-08-29,103,"7111 Willow St, Riverton, FL"
995,3396.34,Electronics,Online,19,0,2024-08-28,102,"9654 Maple Rd, Riverton, GA"
996,4094.81,Electronics,Card Present,55,0,2024-12-11,102,"8343 Pine Ave, Springfield, NY"
997,2263.63,Coffee Shop,Contactless,62,0,2023-06-12,105,"8070 Elm Blvd, Lakeside, CA"
998,3551.08,Online Retail,Contactless,84,0,2024-09-18,106,"1947 Elm Pl, Greenville, CA"
999,4281.47,Restaurant,ATM Withdrawal,36,0,2022-03-05,103,"4103 Main Pl, Hillcrest, CO"
1000,3722.08,Online Retail,Online,42,0,2024-02-13,106,"1868 Elm Pl, Hillcrest, GA"
1001,1327.28,Entertainment,Online,62,0,2024-03-11,109,"9752 Sunset Blvd, Fairview, WA"
1002,4171.02,Grocery,Contactless,33,0,2024-07-20,101,"9384 Willow Blvd, Springfield, CA"
1003,2332.12,Pharmacy,Online,37,0,2023-08-17,108,"9244 Pine Blvd, Lakeside, FL"
1004,78.95,Electronics,Contactless,23,0,2022-09-10,102,"971 Lakeview Blvd, Springfield, CO"
1005,250.46,Online Retail,Card Present,35,0,2023-08-04,106,"8324 Center Ave, Springfield, FL"
1006,2160.82,Restaurant,Online,28,0,2022-03-07,103,"7852 Willow Ave, Hillcrest, CO"
1007,4834.57,Gas Station,ATM Withdrawal,30,0,2023-09-11,107,"9881 Elm Ave, Greenville, CO"
1008,3416.92,Online Retail,Online,43,0,2024-05-02,106,"9181 Cedar Blvd, Fairview, NY"
1009,2729.61,Coffee Shop,ATM Withdrawal,66,0,2024-06-13,105,"1673 Pine Ln, Lakeside, IL"
1010,2342.43,Entertainment,Contactless,72,0,2024-04-20,109,"7657 Maple Ln, Springfield, CO"
1011,3076.43,Electronics,Online,56,0,2024-11-14,102,"6213 Pine Ln, Greenville, FL"
1012,630.55,Grocery,ATM Withdrawal,18,0,2024-11-26,101,"7640 Maple St, Springfield, FL"
1013,2972.10,Electronics,Contactless,55,0,2023-11-10,102,"1097 Oak Pl, Greenville, CA"
1014,2810.68,Travel,Online,81,0,2022-11-13,104,"5029 Elm Pl, Springfield, GA"
1015,574.43,Home Improvement,Online,18,0,2022-09-05,110,"8616 Oak Ave, Riverton, NY"
1016,4163.80,Pharmacy,Card Present,74,0,2022-09-07,108,"5013 Sunset Rd, Riverton, WA"
1017,4108.61,Entertainment,Contactless,74,0,2022-09-10,109,"7183 Pine Pl, Springfield, TX"
1018,854.71,Restaurant,Online,43,0,2023-08-17,103,"4842 Oak Ln, Lakeside, IL"
1019,1929.72,Coffee Shop,ATM Withdrawal,31,0,2024-05-20,105,"2527 Maple Blvd, Lakeside, NY"
1020,56.09,Home Improvement,ATM Withdrawal,56,1,2024-06-29,110,"798 Willow Ave, Lakeside, GA"
1021,4908.79,Coffee Shop,Card Present,63,0,2024-10-27,105,"3553 Willow Pl, Greenville, CO"
1022,873.31,Entertainment,Card Present,37,0,2023-11-26,109,"7628 Pine Blvd, Hillcrest, FL"
1023,4580.88,Gas Station,Card Present,79,0,2024-08-24,107,"3055 Main Pl, Greenville, FL"
1024,2944.67,Restaurant,Contactless,62,0,2024-04-06,103,"1207 Maple St, Hillcrest, TX"
1025,3326.64,Travel,Card Present,81,0,2024-09-02,104,"5402 Cedar Pl, Riverton, NY"
1026,3779.31,Restaurant,ATM Withdrawal,71,0,2022-05-07,103,"4203 Oak St, Hillcrest, NY"
1027,3033.06,Pharmacy,Contactless,21,0,2023-10-20,108,"1863 Lakeview Rd, Riverton, WA"
1028,2456.02,Travel,Contactless,54,0,2022-11-28,104,"7211 Center Ave, Springfield, CA"
1029,167.16,Electronics,Online,35,0,2024-01-07,102,"6785 Main Ln, Springfield, IL"
1030,951.49,Restaurant,ATM Withdrawal,44,0,2024-08-28,103,"8305 Willow Blvd, Greenville, TX"
1031,2138.13,Electronics,ATM Withdrawal,66,0,2022-06-10,102,"2183 Center Blvd, Springfield, NY"
1032,258.34,Pharmacy,Online,60,1,2023-08-17,108,"4218 Sunset Pl, Fairview, NY"
1033,374.81,Restaurant,Contactless,48,0,2024-10-21,103,"5215 Sunset Ln, Springfield, NY"
